id_associado;nome;sobrenome;idade;email;sit_associado;sit_inadimplente;data_primeira_compra;data_ultima_compra;qt_meses_compras;data_encerramento_conta;dia_ult_compra;mes_ult_compra;vlr_total_compras;qtd_compras;vlr_medio_compras;qtd_dias_atraso_pgto
7259;Bruna;Duarte;41;bruna.duarte@uol.com.br;Sim;Não;2018-12-02;2022-05-13;41;"";223;7;70697,63;246;287,39;0
7260;Gustavo;Henrique;38;gustavo.henrique@gmail.com;Sim;Não;2022-07-09;2022-12-22;5;"";0;0;11562,32;39;296,47;0
7261;Davi;Lucca;45;davi.lucca@gmail.com;Sim;Não;2019-10-13;2022-12-19;38;"";3;0;70401,65;255;276,08;0
7262;Beatriz;Carvalho;51;beatriz.carvalho@yahoo.com.br;Sim;Não;2019-12-26;2022-12-20;36;"";2;0;53086,08;196;270,85;0
7263;Julia;Rodrigues;37;julia.rodrigues@terra.com.br;Sim;Não;2019-09-01;2022-05-04;32;"";232;7;59841,21;210;284,96;0
7264;Maitê;Cunha;48;maitê.cunha@hotmail.com;Sim;Não;2018-12-02;2022-12-09;48;"";13;0;97959,90;341;287,27;0
7265;Lucca;Rezende;28;lucca.rezende@gmail.com;Sim;Não;2019-11-15;2022-12-21;37;"";1;0;30361,66;171;177,55;0
7266;Pedro;Miguel;71;pedro.miguel@uol.com.br;Sim;Não;2019-09-13;2022-12-20;39;"";2;0;64820,88;232;279,40;0
7267;Srta.;Cecília;36;srta..cecília@uol.com.br;Sim;Não;2020-06-04;2022-12-13;30;"";9;0;52543,40;179;293,54;0
7268;Diego;Ferreira;66;diego.ferreira@gmail.com;Sim;Não;2019-03-05;2022-12-20;46;"";2;0;67458,08;244;276,47;0
7269;Pedro;Lucas;67;pedro.lucas@terra.com.br;Sim;Não;2020-04-03;2022-12-18;32;"";4;0;62508,05;215;290,74;0
7270;Fernanda;Mendes;63;fernanda.mendes@gmail.com;Sim;Não;2018-07-25;2022-12-21;53;"";1;0;97096,69;341;284,74;0
7271;João;Miguel;19;joão.miguel@uol.com.br;Sim;Sim;2021-04-28;2022-12-10;19;"";12;0;2759,95;56;49,28;33
7272;Levi;Teixeira;52;levi.teixeira@terra.com.br;Sim;Não;2019-02-25;2022-06-03;39;"";202;6;65688,64;226;290,66;0
7273;Gabriela;Peixoto;71;gabriela.peixoto@gmail.com;Sim;Não;2020-11-29;2022-12-21;25;"";1;0;45971,37;154;298,52;0
7274;Isis;Moura;38;isis.moura@gmail.com;Sim;Não;2020-07-27;2022-12-21;29;"";1;0;54375,33;186;292,34;0
7275;Emanuella;Silveira;23;emanuella.silveira@uol.com.br;Sim;Sim;2018-06-13;2022-12-21;55;"";1;0;46628,08;277;168,33;56
7276;Kaique;Oliveira;52;kaique.oliveira@yahoo.com.br;Sim;Não;2022-04-02;2022-12-21;8;"";1;0;19618,75;64;306,54;0
7278;Maria;Clara;75;maria.clara@yahoo.com.br;Sim;Não;2019-12-13;2022-12-22;36;"";0;0;59512,94;215;276,80;0
7279;Miguel;Melo;22;miguel.melo@yahoo.com.br;Não;Sim;2019-07-13;2022-02-13;31;2022-12-17;307;10;26472,50;146;181,32;57
7280;Enrico;Lopes;43;enrico.lopes@gmail.com;Sim;Não;2019-09-07;2022-12-20;40;"";2;0;72776,79;242;300,73;0
7281;Davi;Lucas;61;davi.lucas@gmail.com;Sim;Não;2021-07-11;2022-12-20;17;"";2;0;32593,41;120;271,61;0
7282;Srta.;Mariane;20;srta..mariane@hotmail.com;Sim;Sim;2019-09-01;2022-12-19;40;"";3;0;30500,79;189;161,38;59
7283;Sophie;Ramos;22;sophie.ramos@terra.com.br;Sim;Sim;2019-03-11;2022-12-10;45;"";12;0;39592,31;251;157,74;25
7284;Isabelly;Gomes;41;isabelly.gomes@terra.com.br;Não;Não;2020-08-15;2021-08-09;11;2022-07-25;350;11;23918,86;91;262,84;0
7285;Eduarda;Sales;59;eduarda.sales@hotmail.com;Sim;Não;2021-06-07;2022-12-03;18;"";19;0;32300,02;124;260,48;0
7286;Otávio;Gonçalves;34;otávio.gonçalves@uol.com.br;Sim;Não;2022-05-16;2022-12-22;7;"";0;0;10567,71;41;257,75;0
7287;Laura;Fogaça;72;laura.fogaça@terra.com.br;Sim;Não;2022-09-09;2022-12-20;3;"";2;0;7201,36;19;379,02;0
7288;Maysa;Nogueira;49;maysa.nogueira@terra.com.br;Sim;Não;2021-03-22;2021-12-30;9;"";357;11;18964,18;58;326,97;0
7289;João;Lucas;33;joão.lucas@terra.com.br;Sim;Não;2020-09-26;2022-12-19;27;"";3;0;53226,32;182;292,45;0
7290;João;Pedro;29;joão.pedro@gmail.com;Sim;Não;2018-08-17;2022-02-12;42;"";313;10;33446,48;208;160,80;0
7291;Bárbara;Melo;52;bárbara.melo@uol.com.br;Sim;Não;2020-10-09;2022-12-20;26;"";2;0;41316,17;149;277,29;0
7292;Yasmin;Mata;72;yasmin.mata@uol.com.br;Sim;Não;2022-06-15;2022-11-24;5;"";28;0;7843,56;31;253,02;0
7293;Maria;Julia;72;maria.julia@terra.com.br;Sim;Não;2020-08-10;2022-12-20;28;"";2;0;49990,27;184;271,69;0
7294;Mirella;Moreira;24;mirella.moreira@hotmail.com;Sim;Sim;2022-05-23;2022-11-25;6;"";27;0;6133,48;38;161,41;16
7295;Marcos;Vinicius;44;marcos.vinicius@yahoo.com.br;Sim;Não;2018-06-05;2022-03-22;46;"";275;9;87515,25;304;287,88;0
7296;Srta.;Helena;34;srta..helena@hotmail.com;Sim;Não;2022-05-13;2022-12-22;7;"";0;0;12153,73;40;303,84;0
7297;Julia;Neves;71;julia.neves@gmail.com;Sim;Não;2019-02-03;2022-06-28;41;"";177;5;74258,30;273;272,01;0
7298;Raquel;Cardoso;33;raquel.cardoso@terra.com.br;Sim;Não;2020-09-11;2022-04-18;19;"";248;8;25676,60;94;273,16;0
7299;Vitor;Gabriel;30;vitor.gabriel@uol.com.br;Sim;Não;2018-08-27;2022-11-14;51;"";38;1;89518,64;308;290,64;0
7300;Cauê;Pinto;72;cauê.pinto@terra.com.br;Sim;Não;2021-04-11;2022-12-21;20;"";1;0;36530,06;124;294,60;0
7301;Mirella;Oliveira;66;mirella.oliveira@gmail.com;Sim;Não;2021-03-14;2022-12-20;21;"";2;0;35521,47;123;288,79;0
7302;Carlos;Eduardo;55;carlos.eduardo@uol.com.br;Sim;Não;2021-10-29;2022-12-20;13;"";2;0;19720,92;75;262,95;0
7303;Arthur;Ribeiro;23;arthur.ribeiro@hotmail.com;Sim;Sim;2022-04-21;2022-12-20;8;"";2;0;7807,79;46;169,73;17
7304;Laura;Porto;55;laura.porto@gmail.com;Sim;Não;2019-02-06;2022-05-13;39;"";223;7;66850,04;234;285,68;0
7305;Laura;Alves;22;laura.alves@terra.com.br;Sim;Não;2019-06-05;2022-12-22;43;"";0;0;43513,33;251;173,36;0
7306;Sophia;Silva;59;sophia.silva@uol.com.br;Sim;Não;2022-09-07;2022-12-21;3;"";1;0;9804,89;29;338,10;0
7307;Gustavo;Santos;53;gustavo.santos@uol.com.br;Sim;Não;2018-05-23;2022-03-30;46;"";267;8;84896,94;299;283,94;0
7308;Ana;Vitória;37;ana.vitória@yahoo.com.br;Sim;Não;2018-09-25;2022-12-05;51;"";17;0;93382,42;315;296,45;0
7309;Antônio;Santos;52;antônio.santos@yahoo.com.br;Sim;Não;2019-08-26;2022-11-29;39;"";23;0;69450,39;253;274,51;0
7310;Pedro;Lucas;51;pedro.lucas@hotmail.com;Sim;Não;2019-11-10;2022-12-21;37;"";1;0;66171,51;227;291,50;0
7311;Emanuella;Campos;18;emanuella.campos@terra.com.br;Sim;Sim;2020-05-27;2022-12-18;31;"";4;0;3907,75;74;52,81;83
7312;Fernanda;Nascimento;32;fernanda.nascimento@terra.com.br;Sim;Não;2018-02-25;2022-10-02;56;"";81;2;93914,22;332;282,87;0
7313;Ana;Lívia;29;ana.lívia@yahoo.com.br;Sim;Não;2021-06-12;2022-12-18;18;"";4;0;17142,31;108;158,73;0
7314;Pietra;Cunha;71;pietra.cunha@yahoo.com.br;Sim;Não;2021-07-03;2022-01-13;6;"";343;11;11513,56;34;338,63;0
7315;Gabriel;Freitas;27;gabriel.freitas@terra.com.br;Sim;Não;2020-09-24;2022-12-22;27;"";0;0;21384,80;130;164,50;0
7316;Otávio;Cavalcanti;37;otávio.cavalcanti@terra.com.br;Sim;Não;2019-12-05;2022-07-18;31;"";157;5;62597,28;222;281,97;0
7317;Camila;Peixoto;22;camila.peixoto@terra.com.br;Sim;Sim;2020-11-22;2022-12-15;25;"";7;0;19329,86;119;162,44;90
7318;Srta.;Pietra;63;srta..pietra@hotmail.com;Sim;Não;2020-06-10;2022-12-22;30;"";0;0;50383,60;180;279,91;0
7319;Isis;Paz;27;isis.paz@yahoo.com.br;Sim;Não;2018-03-03;2022-12-12;58;"";10;0;46212,51;265;174,39;0
7320;Giovanna;Alves;48;giovanna.alves@gmail.com;Sim;Não;2018-09-07;2021-11-07;38;"";410;13;73474,16;249;295,08;0
7321;Vinicius;Porto;32;vinicius.porto@gmail.com;Sim;Não;2021-01-03;2022-12-21;23;"";1;0;37223,76;144;258,50;0
7322;Beatriz;Costela;70;beatriz.costela@terra.com.br;Sim;Não;2020-11-22;2022-12-22;25;"";0;0;41070,59;144;285,21;0
7323;Isabella;Vieira;69;isabella.vieira@gmail.com;Sim;Não;2018-02-26;2022-02-14;48;"";311;10;77635,99;285;272,41;0
7324;Lorenzo;Melo;43;lorenzo.melo@yahoo.com.br;Sim;Não;2018-08-04;2022-12-10;52;"";12;0;88025,44;326;270,02;0
7325;Antônio;Alves;57;antônio.alves@hotmail.com;Sim;Não;2020-04-23;2022-12-06;31;"";16;0;56918,56;198;287,47;0
7326;Bianca;Cunha;48;bianca.cunha@uol.com.br;Não;Não;2018-07-02;2021-11-20;41;2022-09-09;293;9;75299,32;271;277,86;0
7328;Ana;Carolina;54;ana.carolina@hotmail.com;Sim;Não;2021-05-05;2022-12-21;19;"";1;0;35746,42;127;281,47;0
7329;Luna;Rocha;33;luna.rocha@yahoo.com.br;Sim;Não;2021-02-20;2022-12-11;21;"";11;0;38635,11;135;286,19;0
7330;Arthur;Sales;46;arthur.sales@yahoo.com.br;Não;Não;2018-06-22;2021-09-08;39;2022-08-02;328;10;72105,54;252;286,13;0
7331;João;Felipe;42;joão.felipe@terra.com.br;Sim;Não;2019-09-01;2022-12-22;40;"";0;0;71470,82;256;279,18;0
7332;João;Pedro;43;joão.pedro@yahoo.com.br;Sim;Não;2019-05-13;2022-11-25;43;"";27;0;78029,49;275;283,74;0
7333;Bruno;Ramos;65;bruno.ramos@gmail.com;Sim;Não;2022-04-01;2022-12-16;8;"";6;0;13506,87;51;264,84;0
7334;Maria;Julia;56;maria.julia@terra.com.br;Sim;Não;2018-12-21;2022-12-22;48;"";0;0;78407,71;293;267,60;0
7335;Alexia;Nunes;54;alexia.nunes@hotmail.com;Sim;Não;2020-05-23;2022-12-21;31;"";1;0;49232,89;161;305,79;0
7336;Larissa;Jesus;31;larissa.jesus@terra.com.br;Sim;Não;2018-09-18;2022-12-22;51;"";0;0;92881,07;315;294,86;0
7337;Luiz;Miguel;42;luiz.miguel@hotmail.com;Sim;Não;2018-09-12;2022-07-28;47;"";147;4;72344,99;255;283,71;0
7338;Fernando;Castro;62;fernando.castro@gmail.com;Não;Sim;2020-09-19;2022-01-18;16;2022-10-28;283;9;29133,48;105;277,46;53
7339;Sophia;Lopes;39;sophia.lopes@hotmail.com;Sim;Não;2019-05-22;2022-10-10;41;"";73;2;74296,99;256;290,22;0
7340;João;Pedro;63;joão.pedro@hotmail.com;Sim;Não;2020-04-09;2022-04-01;24;"";265;8;41211,00;134;307,54;0
7341;Sophie;Almeida;30;sophie.almeida@gmail.com;Sim;Não;2022-07-18;2022-09-28;2;"";85;2;4132,90;16;258,31;0
7342;Erick;Campos;61;erick.campos@hotmail.com;Sim;Não;2021-09-25;2022-12-22;15;"";0;0;29150,46;97;300,52;0
7343;Enzo;Gabriel;23;enzo.gabriel@gmail.com;Sim;Sim;2020-05-24;2022-11-17;30;"";35;1;28796,98;164;175,59;36
7344;Bruno;Pires;28;bruno.pires@gmail.com;Sim;Não;2021-01-06;2022-12-09;23;"";13;0;20322,52;118;172,22;0
7345;Kaique;Almeida;72;kaique.almeida@uol.com.br;Sim;Não;2020-03-23;2022-12-21;33;"";1;0;62253,17;218;285,57;0
7346;João;Miguel;64;joão.miguel@gmail.com;Sim;Não;2018-02-14;2022-12-17;58;"";5;0;98292,84;357;275,33;0
7348;Thales;Martins;67;thales.martins@gmail.com;Sim;Não;2018-02-25;2022-12-19;58;"";3;0;104855,07;370;283,39;0
7349;Ana;Julia;43;ana.julia@yahoo.com.br;Sim;Não;2020-06-29;2022-06-16;23;"";189;6;49827,82;162;307,58;0
7350;Kamilly;Nunes;36;kamilly.nunes@hotmail.com;Sim;Não;2018-01-25;2021-11-08;46;"";409;13;85954,55;303;283,68;0
7351;Maitê;Moura;58;maitê.moura@yahoo.com.br;Sim;Não;2018-10-11;2022-10-23;49;"";60;2;83186,35;286;290,86;0
7352;Laís;Campos;74;laís.campos@hotmail.com;Sim;Não;2018-07-13;2022-12-19;54;"";3;0;86970,64;328;265,15;0
7353;Srta.;Caroline;57;srta..caroline@uol.com.br;Sim;Não;2020-12-13;2022-12-18;24;"";4;0;43761,20;152;287,90;0
7354;Fernando;Pires;42;fernando.pires@hotmail.com;Sim;Não;2018-11-09;2022-12-20;50;"";2;0;85054,96;294;289,30;0
7355;Pietro;Ferreira;71;pietro.ferreira@gmail.com;Sim;Não;2019-01-25;2022-12-11;47;"";11;0;73208,44;278;263,34;0
7356;Maria;Vitória;23;maria.vitória@hotmail.com;Sim;Sim;2018-03-27;2022-12-10;57;"";12;0;48010,69;295;162,75;43
7357;Miguel;Oliveira;49;miguel.oliveira@terra.com.br;Sim;Não;2019-05-02;2022-12-22;44;"";0;0;84234,99;292;288,48;0
7358;Maria;Sophia;31;maria.sophia@uol.com.br;Sim;Não;2019-01-02;2022-12-21;48;"";1;0;89561,31;313;286,14;0
7359;Ana;Júlia;31;ana.júlia@yahoo.com.br;Sim;Não;2021-07-23;2022-12-22;17;"";0;0;25657,29;94;272,95;0
7360;Letícia;Pires;75;letícia.pires@hotmail.com;Sim;Não;2022-05-23;2022-12-15;6;"";7;0;12489,58;45;277,55;0
7361;Srta.;Catarina;23;srta..catarina@uol.com.br;Sim;Sim;2019-06-05;2022-12-19;43;"";3;0;38397,67;229;167,68;34
7362;Davi;Monteiro;47;davi.monteiro@uol.com.br;Sim;Não;2018-03-18;2022-12-19;57;"";3;0;101203,33;358;282,69;0
7363;Luiz;Otávio;19;luiz.otávio@gmail.com;Sim;Sim;2018-10-03;2022-12-19;51;"";3;0;8670,70;152;57,04;86
7364;Bruna;Costela;73;bruna.costela@yahoo.com.br;Sim;Não;2018-09-09;2021-11-26;39;"";391;13;65586,69;233;281,49;0
7365;Srta.;Rafaela;69;srta..rafaela@gmail.com;Sim;Não;2019-02-19;2022-12-21;46;"";1;0;83299,82;288;289,24;0
7366;Juliana;Ramos;50;juliana.ramos@yahoo.com.br;Não;Não;2021-02-04;2021-10-02;8;2022-09-12;345;11;15291,94;49;312,08;0
7367;Esther;Aragão;66;esther.aragão@yahoo.com.br;Sim;Não;2019-05-05;2022-12-22;44;"";0;0;75839,04;268;282,98;0
7368;Leonardo;Moura;58;leonardo.moura@yahoo.com.br;Sim;Não;2019-10-08;2022-12-22;39;"";0;0;69172,37;244;283,49;0
7369;Diego;Nascimento;32;diego.nascimento@hotmail.com;Sim;Não;2018-11-04;2022-03-09;40;"";288;9;67879,36;240;282,83;0
7370;Júlia;Lima;50;júlia.lima@hotmail.com;Sim;Não;2020-08-29;2022-12-20;28;"";2;0;46468,50;156;297,88;0
7371;Bruno;Castro;38;bruno.castro@uol.com.br;Sim;Não;2021-12-21;2022-12-18;12;"";4;0;16284,77;64;254,45;0
7372;Emanuella;Ribeiro;36;emanuella.ribeiro@terra.com.br;Não;Não;2018-05-24;2021-08-22;39;2022-08-13;356;11;77164,92;270;285,80;0
7373;Davi;Lucas;46;davi.lucas@yahoo.com.br;Sim;Não;2019-05-17;2022-12-15;43;"";7;0;67166,98;253;265,48;0
7374;Diogo;Costela;48;diogo.costela@uol.com.br;Sim;Não;2019-05-24;2022-12-18;43;"";4;0;80505,43;282;285,48;0
7375;Agatha;Cardoso;74;agatha.cardoso@yahoo.com.br;Sim;Não;2021-05-06;2022-12-20;19;"";2;0;32356,54;119;271,90;0
7376;Gabrielly;Nogueira;68;gabrielly.nogueira@hotmail.com;Sim;Não;2021-07-17;2022-12-22;17;"";0;0;33997,48;109;311,90;0
7377;Alexia;Paz;36;alexia.paz@gmail.com;Sim;Não;2019-06-09;2022-12-21;43;"";1;0;82406,09;292;282,21;0
7378;Juan;Conceição;57;juan.conceição@gmail.com;Sim;Não;2021-04-03;2022-12-13;20;"";9;0;29795,47;108;275,88;0
7379;Davi;Lucas;61;davi.lucas@uol.com.br;Sim;Não;2021-08-21;2021-12-11;3;"";376;12;7842,03;26;301,62;0
7380;Mariana;Cruz;65;mariana.cruz@uol.com.br;Sim;Não;2021-11-16;2022-12-18;13;"";4;0;20175,09;73;276,37;0
7381;Gabriel;Pires;70;gabriel.pires@gmail.com;Sim;Não;2021-04-08;2022-12-14;20;"";8;0;36516,37;132;276,64;0
7382;Gabriel;Rocha;30;gabriel.rocha@uol.com.br;Sim;Não;2022-05-13;2022-10-19;5;"";64;2;6733,97;24;280,58;0
7384;Luiz;Otávio;32;luiz.otávio@hotmail.com;Sim;Não;2019-03-13;2022-12-22;46;"";0;0;63048,12;232;271,76;0
7385;Gustavo;Henrique;21;gustavo.henrique@uol.com.br;Sim;Sim;2018-04-04;2022-12-17;57;"";5;0;51444,93;292;176,18;75
7386;João;Cardoso;36;joão.cardoso@yahoo.com.br;Sim;Não;2018-06-12;2022-12-22;55;"";0;0;101990,27;361;282,52;0
7387;João;Guilherme;43;joão.guilherme@uol.com.br;Sim;Não;2019-05-18;2022-12-10;43;"";12;0;74704,77;281;265,85;0
7388;Igor;Pires;36;igor.pires@terra.com.br;Sim;Não;2019-06-26;2022-06-15;36;"";190;6;67729,82;242;279,88;0
7389;Raul;Carvalho;29;raul.carvalho@terra.com.br;Sim;Não;2019-05-14;2022-09-25;41;"";88;2;30391,43;182;166,99;0
7391;Ian;Carvalho;38;ian.carvalho@yahoo.com.br;Sim;Não;2018-11-25;2022-12-21;49;"";1;0;91844,24;320;287,01;0
7392;Maysa;Neves;32;maysa.neves@uol.com.br;Sim;Não;2020-09-19;2022-12-21;27;"";1;0;49936,52;171;292,03;0
7393;Davi;Luiz;71;davi.luiz@terra.com.br;Sim;Não;2018-02-09;2022-12-19;59;"";3;0;90570,47;319;283,92;0
7394;Sophia;Ferreira;19;sophia.ferreira@uol.com.br;Sim;Sim;2019-08-09;2022-12-09;40;"";13;0;6078,89;105;57,89;88
7395;Mariana;Monteiro;50;mariana.monteiro@terra.com.br;Sim;Não;2021-05-04;2022-12-19;19;"";3;0;36159,49;125;289,28;0
7396;Emilly;Araújo;35;emilly.araújo@yahoo.com.br;Sim;Não;2019-02-25;2022-12-20;46;"";2;0;84008,25;308;272,75;0
7397;Thales;Pereira;29;thales.pereira@yahoo.com.br;Sim;Não;2022-08-24;2022-12-19;3;"";3;0;2514,23;15;167,62;0
7398;Pedro;Moreira;29;pedro.moreira@hotmail.com;Sim;Não;2022-08-16;2022-12-19;4;"";3;0;2947,36;17;173,37;0
7399;Rafael;Vieira;43;rafael.vieira@yahoo.com.br;Sim;Não;2020-11-15;2022-12-20;25;"";2;0;44125,35;166;265,82;0
7400;Daniela;Melo;32;daniela.melo@yahoo.com.br;Sim;Não;2018-07-14;2022-12-17;53;"";5;0;101343,35;355;285,47;0
7401;Maria;Eduarda;31;maria.eduarda@yahoo.com.br;Sim;Não;2020-04-26;2022-12-22;32;"";0;0;56351,10;195;288,98;0
7402;Helena;Mata;70;helena.mata@uol.com.br;Sim;Não;2019-11-13;2022-12-20;37;"";2;0;72221,30;251;287,73;0
7403;Amanda;Almeida;30;amanda.almeida@gmail.com;Sim;Não;2018-11-13;2022-12-20;49;"";2;0;89550,54;340;263,38;0
7404;Laura;Gonçalves;53;laura.gonçalves@yahoo.com.br;Sim;Não;2021-08-17;2022-12-18;16;"";4;0;25721,68;85;302,61;0
7405;Emanuel;Fernandes;21;emanuel.fernandes@gmail.com;Sim;Sim;2021-03-10;2022-09-01;18;"";112;3;15500,75;84;184,53;88
7407;Esther;Souza;64;esther.souza@terra.com.br;Sim;Não;2020-03-09;2022-12-21;33;"";1;0;60912,37;236;258,10;0
7408;Thales;Pereira;23;thales.pereira@uol.com.br;Sim;Sim;2022-08-17;2022-12-20;4;"";2;0;3463,66;19;182,30;15
7409;Sabrina;Pires;62;sabrina.pires@hotmail.com;Sim;Não;2020-06-09;2021-11-25;17;"";392;13;32651,46;109;299,55;0
7410;Giovanna;Cunha;40;giovanna.cunha@gmail.com;Sim;Não;2018-11-08;2022-12-21;50;"";1;0;88907,09;303;293,42;0
7411;João;Felipe;73;joão.felipe@uol.com.br;Sim;Não;2021-07-04;2022-12-21;17;"";1;0;32674,20;122;267,82;0
7412;Ana;Luiza;64;ana.luiza@hotmail.com;Sim;Não;2018-09-24;2022-12-08;51;"";14;0;88241,04;301;293,16;0
7413;Leonardo;Ferreira;30;leonardo.ferreira@terra.com.br;Sim;Não;2018-03-26;2022-12-19;57;"";3;0;104191,70;372;280,09;0
7414;Brenda;Moraes;32;brenda.moraes@uol.com.br;Não;Não;2020-11-18;2022-04-03;16;2022-10-30;210;7;32622,12;113;288,69;0
7415;Srta.;Yasmin;42;srta..yasmin@yahoo.com.br;Não;Não;2019-11-21;2022-01-20;26;2022-11-08;292;9;55946,87;188;297,59;0
7416;Enzo;Moreira;26;enzo.moreira@uol.com.br;Sim;Não;2018-05-30;2022-12-19;55;"";3;0;50081,15;291;172,10;0
7417;Bernardo;Neves;22;bernardo.neves@hotmail.com;Sim;Sim;2021-04-02;2022-12-16;20;"";6;0;14803,77;95;155,83;53
7418;Enrico;Campos;38;enrico.campos@gmail.com;Sim;Não;2021-03-21;2022-12-22;21;"";0;0;42957,40;139;309,05;0
7419;Sophia;Ferreira;33;sophia.ferreira@terra.com.br;Sim;Não;2019-11-02;2022-12-22;38;"";0;0;58414,21;205;284,95;0
7420;Joana;Conceição;59;joana.conceição@gmail.com;Sim;Não;2022-07-21;2022-12-22;5;"";0;0;5891,98;24;245,50;0
7421;Vitor;Hugo;31;vitor.hugo@gmail.com;Sim;Não;2021-02-02;2022-12-19;22;"";3;0;38664,05;133;290,71;0
7422;Breno;Costa;61;breno.costa@hotmail.com;Sim;Sim;2020-09-11;2022-12-14;27;"";8;0;43429,12;155;280,19;90
7423;Luiz;Henrique;27;luiz.henrique@terra.com.br;Sim;Não;2020-04-20;2022-12-19;32;"";3;0;27944,50;165;169,36;0
7424;Lívia;Porto;62;lívia.porto@terra.com.br;Sim;Não;2021-02-08;2022-12-21;22;"";1;0;41681,62;146;285,49;0
7425;Daniela;Moreira;73;daniela.moreira@hotmail.com;Sim;Não;2022-04-01;2022-12-22;8;"";0;0;14951,94;57;262,31;0
7426;Thiago;Alves;33;thiago.alves@terra.com.br;Sim;Não;2018-09-01;2022-12-20;52;"";2;0;89530,46;317;282,43;0
7427;Noah;Almeida;67;noah.almeida@hotmail.com;Sim;Não;2022-03-18;2022-12-22;9;"";0;0;17659,27;62;284,83;0
7428;João;Vitor;21;joão.vitor@hotmail.com;Sim;Não;2021-12-03;2022-12-18;12;"";4;0;11124,54;62;179,43;0
7429;Mariana;Campos;20;mariana.campos@gmail.com;Sim;Sim;2018-04-27;2022-12-21;56;"";1;0;49486,83;304;162,79;85
7430;Maysa;Melo;59;maysa.melo@yahoo.com.br;Sim;Não;2020-02-02;2022-12-21;35;"";1;0;56287,03;190;296,25;0
7431;André;Jesus;64;andré.jesus@terra.com.br;Sim;Não;2022-06-06;2022-12-17;6;"";5;0;12372,72;42;294,59;0
7432;Nina;Castro;26;nina.castro@terra.com.br;Sim;Não;2020-07-21;2022-08-08;24;"";136;4;15248,13;99;154,02;0
7433;Carlos;Eduardo;70;carlos.eduardo@yahoo.com.br;Sim;Não;2021-11-29;2022-12-22;12;"";0;0;22535,88;80;281,70;0
7434;Maria;Julia;27;maria.julia@hotmail.com;Sim;Não;2018-04-16;2022-12-22;57;"";0;0;48518,71;298;162,81;0
7435;Rebeca;Nogueira;44;rebeca.nogueira@terra.com.br;Sim;Não;2019-03-19;2022-12-14;45;"";8;0;85044,44;300;283,48;0
7436;Raquel;Campos;46;raquel.campos@uol.com.br;Sim;Não;2020-02-07;2022-12-21;34;"";1;0;57059,55;195;292,61;0
7437;Maria;Eduarda;29;maria.eduarda@gmail.com;Sim;Não;2022-05-22;2022-12-19;7;"";3;0;6891,34;41;168,08;0
7438;Heitor;Martins;60;heitor.martins@gmail.com;Sim;Não;2021-05-07;2022-12-21;19;"";1;0;36725,19;131;280,34;0
7439;Nathan;Cavalcanti;22;nathan.cavalcanti@yahoo.com.br;Sim;Sim;2019-09-07;2022-12-18;39;"";4;0;31289,89;196;159,64;28
7440;Vicente;Ferreira;34;vicente.ferreira@hotmail.com;Sim;Não;2019-12-11;2022-10-12;34;"";71;2;56301,28;192;293,24;0
7441;Alana;Paz;56;alana.paz@yahoo.com.br;Sim;Não;2022-02-22;2022-12-20;10;"";2;0;16089,52;59;272,70;0
7442;Kevin;Pinto;72;kevin.pinto@yahoo.com.br;Sim;Não;2018-03-06;2022-12-22;58;"";0;0;113934,04;390;292,14;0
7443;Julia;Cardoso;52;julia.cardoso@terra.com.br;Sim;Não;2020-07-20;2022-03-08;19;"";289;9;35657,02;119;299,64;0
7444;Luiz;Fernando;52;luiz.fernando@uol.com.br;Sim;Não;2022-04-26;2022-12-14;7;"";8;0;13024,93;47;277,13;0
7445;Giovanna;Gomes;35;giovanna.gomes@gmail.com;Não;Não;2021-01-05;2022-04-22;15;2022-11-27;219;7;29913,46;101;296,17;0
7446;Srta.;Valentina;25;srta..valentina@hotmail.com;Sim;Não;2022-05-28;2022-12-22;6;"";0;0;5160,94;31;166,48;0
7447;Levi;Luz;27;levi.luz@gmail.com;Sim;Não;2022-09-14;2022-12-21;3;"";1;0;3664,70;18;203,59;0
7448;Otávio;Moreira;75;otávio.moreira@hotmail.com;Sim;Não;2019-04-02;2022-12-21;45;"";1;0;86419,04;287;301,11;0
7449;Cauê;Martins;62;cauê.martins@hotmail.com;Sim;Não;2020-08-05;2022-12-20;28;"";2;0;56815,17;187;303,82;0
7450;Brenda;Castro;30;brenda.castro@gmail.com;Sim;Não;2019-07-21;2022-12-21;41;"";1;0;79150,76;266;297,56;0
7451;Sofia;Farias;19;sofia.farias@uol.com.br;Sim;Sim;2018-10-29;2022-02-03;39;"";322;10;5805,11;112;51,83;79
7452;Ana;Laura;71;ana.laura@gmail.com;Sim;Não;2018-09-19;2022-12-19;51;"";3;0;91725,80;305;300,74;0
7453;Rafael;Ribeiro;72;rafael.ribeiro@uol.com.br;Sim;Não;2022-03-08;2022-04-04;0;"";262;8;1588,70;7;226,96;0
7454;Isabella;Ramos;51;isabella.ramos@hotmail.com;Sim;Não;2021-02-01;2022-12-18;22;"";4;0;39095,98;137;285,37;0
7455;Srta.;Ana;28;srta..ana@terra.com.br;Sim;Não;2021-10-07;2022-08-09;10;"";135;4;8202,81;46;178,32;0
7456;Francisco;Farias;20;francisco.farias@terra.com.br;Sim;Sim;2021-07-08;2022-12-17;17;"";5;0;14242,41;90;158,25;87
